Domain,Knowledge-seeking vs. Eval,Nerd factor/zu spezifisch,Validation Nerd Factor,Higher-level RQ,Distinguished,Bucket ID,Paper Name,Research Questions (max. 4),Notiz,Suitability Tendenz,Authors,URL
Testing and analysis,,,,,FALSE,,Call Me Maybe: Using NLP to Automatically Generate Unit Test Cases Respecting Temporal Constraints,,,,"Arianna Blasi, Alessandra Gorla, Michael D. Ernst, Mauro Pezze",No URL available
Testing and analysis,,,,,FALSE,,KNOD: Domain Knowledge Distilled Tree Decoder for Automated Program Repair,,,,"Nan Jiang, Thibaud Lutellier, Yiling Lou, Lin Tan, Dan Goldwasser, Xiangyu Zhang",No URL available
Testing and analysis,,,,,FALSE,,Lightweight Approaches to DNN Regression Error Reduction: An Uncertainty Alignment Perspective,,,,"Zenan Li, Maorun Zhang, Jingwei Xu, Yuan Yao, Chun Cao, Taolue Chen, Xiaoxing Ma, Jian Lu",No URL available
Testing and analysis,,,,,FALSE,,[Remote] A Practical Human Labeling Method for Online Just-in-Time Software Defect Prediction,,,,"Liyan Song, Leandro Minku, Cong Teng, Xin Yao",No URL available
Testing and analysis,,,,,FALSE,,Recommending Root-Cause and Mitigation Steps for Cloud Incidents using Large Language Models,,,,"Toufique Ahmed, Supriyo Ghosh, Chetan Bansal, Thomas Zimmermann, Xuchao Zhang, Saravanakumar Rajmohan",No URL available
Testing and analysis,,,,,FALSE,,MirrorTaint: Practical Non-intrusive Dynamic Taint Tracking for JVM-based Microservice Systems,,,,"Yicheng Ouyang, Kailai Shao, Kunqiu Chen, Ruobing Shen, Chao Chen, Mingze Xu, Yuqun Zhang, Lingming Zhang",No URL available
Testing and analysis,,,,,FALSE,,Test Selection for Unified Regression Testing,,,,"Shuai Wang, Xinyu Lian, Darko Marinov, Tianyin Xu",No URL available
Testing and analysis,,,,,FALSE,,Efficiently Trimming the Fat: Streamlining Software Dependencies with Java Reflection and Dependency Analysis,,,,"Xiaohu Song, Ying Wang, Xiao Cheng, Guangtai Liang, Qianxiang Wang, Zhiliang Zhu",No URL available
Testing and analysis,,,,,FALSE,,Partial Solution Based Constraint Solving Cache in Symbolic Execution,,,,"Ziqi Shuai, Zhenbang Chen, Kelin Ma, Kunlin Liu, Yufeng Zhang, Jun Sun, Ji Wang",No URL available
Testing and analysis,,,,,FALSE,,JITfuzz: Coverage-guided Fuzzing for JVM Just-in-Time Compilers,,,,"Mingyuan Wu, Minghai Lu, Heming Cui, Junjie Chen, Yuqun Zhang, Lingming Zhang",No URL available
Testing and analysis,,,,,FALSE,,Syntax and Domain Aware Model for Unsupervised Program Translation,,,,"Fang Liu, Jia Li, Li Zhang",No URL available
Testing and analysis,,,,,FALSE,,Fill in the Blank: Context-aware Automated Text Input Generation for Mobile GUI Testing,,,,"Zhe Liu, Chunyang Chen, Junjie Wang, Xing Che, Yuekai Huang, Jun Hu, Qing Wang",No URL available
Testing and analysis,,,,,FALSE,,Prioritized Constraint-Aided Dynamic Partial-Order Reduction,,,,"Jie Su, Cong Tian, Zuchao Yang, Jiyu Yang, Bin Yu, Zhenhua Duan",No URL available
Testing and analysis,,,,,FALSE,,Checking LTL Satisfiability via End-to-end Learning,,,,"Weilin Luo, Hai Wan, Delong Zhang, Jianfeng Du, Hengdi Su",No URL available
Testing and analysis,,,,,FALSE,,Object Graph Programming,,,,"Aditya Thimmaiah, Leonidas Lampropoulos, Chris Rossbach, Milos Gligoric",No URL available
Testing and analysis,,,,,FALSE,,Detecting Memory Errors in Python Native Code by Tracking Object Lifecycle with Reference Count,,,,"Xutong Ma, Jiwei Yan, Hao Zhang, Jun Yan, Jian Zhang",No URL available
Testing and analysis,,,,,FALSE,,DCLink: Bridging Data Constraint Changes and Implementations in FinTech Systems,,,,"Wensheng Tang, Chengpeng Wang, Peisen Yao, Rongxin Wu, Xianjin Fu, Gang Fan, Charles Zhang",No URL available
Testing and analysis,,,,,FALSE,,RAT: A Refactoring-Aware Traceability Model for Bug Localization,,,,"Feifei Niu, Wesley Assunção, Liguo Huang, Christoph Mayr-Dorn, Jidong Ge, Bin Luo, Alexander Egyed",No URL available
Testing and analysis,,,,,FALSE,,The MAP metric in Information Retrieval Fault Localization,,,,"Thomas Hirsch, Birgit Hofer",No URL available
Testing and analysis,,,,,FALSE,,Reachable Code Coverage,,,,"Danushka Liyanage, Marcel Böhme, Kla Tantithamthavorn, Stephan Lipp",No URL available
